Name,CLs,CDs,CMs,Xtr_Top,Xtr_Bot,CLmax,Score,Failure_Reason
rc10b3.dat,"[0.1, 0.3]","[array([0.00458707, 0.00534008])]","[array([ 0.00105386, -0.00710984])]","[array([0.74604758, 0.64507667])]","[array([0.96423159, 0.98993986])]",1.2056491273501566,-10.468174633653685,None
e212.dat,"[0.1, 0.3]","[array([0.00593647, 0.00521815])]","[array([-0.124544  , -0.12683369])]","[array([0.93787494, 0.85641704])]","[array([0.20877872, 0.37554694])]",1.3444814504833271,-10.510894098990958,None
vr11x.dat,"[0.1, 0.3]","[array([0.00526198, 0.00507244])]","[array([-0.01536796, -0.02681639])]","[array([0.82068306, 0.68339003])]","[array([0.60201153, 0.98793711])]",1.3976507137380696,-10.532299703979213,None
sd2083.dat,"[0.1, 0.3]","[array([0.00657823, 0.00427799])]","[array([-0.0625881 , -0.05921705])]","[array([0.78868715, 0.74380755])]","[array([0.09658048, 0.89503615])]",1.2270538246019567,-10.53755769099961,None
sa7036.dat,"[0.1, 0.3]","[array([0.00653795, 0.00479333])]","[array([-0.06902301, -0.06783194])]","[array([0.77909778, 0.67484108])]","[array([0.07675366, 0.65773155])]",1.3648577102327741,-10.542648529234075,None
b737d.dat,"[0.1, 0.3]","[array([0.00515209, 0.00490487])]","[array([-0.02257436, -0.02465892])]","[array([0.71533619, 0.67044644])]","[array([0.67318707, 0.75197666])]",1.2108244767900864,-10.549469404287134,None
n63210.dat,"[0.1, 0.3]","[array([0.00484661, 0.0048971 ])]","[array([-0.04276319, -0.04382456])]","[array([0.71587877, 0.64766695])]","[array([0.63991461, 0.72241691])]",1.0030604629288724,-10.555894448024347,None
b29tip.dat,"[0.1, 0.3]","[array([0.00470536, 0.00529358])]","[array([-0.00063573, -0.01147088])]","[array([0.57168468, 0.5228997 ])]","[array([0.96712874, 0.9975712 ])]",1.0808027815771641,-10.559404151201619,None
sc20410.dat,"[0.1, 0.3]","[array([0.00485442, 0.00546375])]","[array([-0.07429804, -0.07253449])]","[array([0.93725543, 0.70564117])]","[array([0.65056887, 0.6997027 ])]",1.1368634883791566,-10.574075226223936,None
v13009.dat,"[0.1, 0.3]","[array([0.00493476, 0.00568326])]","[array([-0.00974628, -0.00657413])]","[array([0.59366797, 0.34311464])]","[array([0.72943803, 0.98430477])]",1.3301157169902618,-10.588668595208883,None
sc20710.dat,"[0.1, 0.3]","[array([0.00595721, 0.00510412])]","[array([-0.12143299, -0.12881131])]","[array([0.96006806, 0.94516436])]","[array([0.42020206, 0.64218219])]",1.2544282328313658,-10.592839986969441,None
sd7090.dat,"[0.1, 0.3]","[array([0.00557486, 0.00501406])]","[array([-0.04894365, -0.0437304 ])]","[array([0.69804737, 0.55630115])]","[array([0.42119921, 0.82390105])]",1.3057681976493127,-10.599711136230203,None
sd5060.dat,"[0.1, 0.3]","[array([0.00598712, 0.00524842])]","[array([-0.05027189, -0.04935807])]","[array([0.70860358, 0.61225757])]","[array([0.29076176, 0.59520221])]",1.3548986475693157,-10.621635921874624,None
mh61.dat,"[0.1, 0.3]","[array([0.00470085, 0.00488964])]","[array([ 0.01012834, -0.00069641])]","[array([0.59654795, 0.53996648])]","[array([0.83757722, 0.99884566])]",1.0194640627157634,-10.65217095939023,None
giiid.dat,"[0.1, 0.3]","[array([0.00442405, 0.0048463 ])]","[array([0.00218765, 0.00436108])]","[array([0.69633084, 0.57168269])]","[array([0.86429964, 0.93940651])]",0.9342626360420652,-10.687920773548129,None
vr13.dat,"[0.1, 0.3]","[array([0.00458667, 0.00597747])]","[array([ 0.00165441, -0.00973716])]","[array([0.67426295, 0.40263626])]","[array([0.94180077, 0.99999841])]",1.3528468162435117,-10.69059302653238,None
hq2510.dat,"[0.1, 0.3]","[array([0.0061063 , 0.00486182])]","[array([-0.07625704, -0.07542939])]","[array([0.78721779, 0.72956472])]","[array([0.1711946 , 0.65270395])]",1.2912812924384964,-10.701443555433501,None
rae5213.dat,"[0.1, 0.3]","[array([0.00488409, 0.00572447])]","[array([-0.05471316, -0.0551699 ])]","[array([0.74839866, 0.55721021])]","[array([0.58202719, 0.63432122])]",1.242206064483325,-10.703272101109526,None
hq259.dat,"[0.1, 0.3]","[array([0.00658955, 0.00464026])]","[array([-0.07624953, -0.07587036])]","[array([0.8112259 , 0.74995931])]","[array([0.06329028, 0.66744165])]",1.2452745509862,-10.712599802053111,None
e182.dat,"[0.1, 0.3]","[array([0.00453517, 0.00484488])]","[array([ 0.00172157, -0.00859933])]","[array([0.60445934, 0.56323617])]","[array([0.96804048, 0.99999803])]",0.774589561842491,-10.713559471074138,None
hq2511.dat,"[0.1, 0.3]","[array([0.00567135, 0.00503185])]","[array([-0.07584473, -0.07609219])]","[array([0.7639961 , 0.71222151])]","[array([0.34820581, 0.64644276])]",1.3302581132472533,-10.715337902699414,None
naca64210.dat,"[0.1, 0.3]","[array([0.00477721, 0.00487215])]","[array([-0.04162691, -0.04271223])]","[array([0.71934322, 0.65419233])]","[array([0.65902806, 0.72903417])]",0.9462535410772703,-10.722169762839883,None
s4110.dat,"[0.1, 0.3]","[array([0.00657136, 0.00553806])]","[array([-0.09205043, -0.0914582 ])]","[array([0.8421374, 0.7667945])]","[array([0.05441721, 0.28287197])]",1.4178889777166004,-10.747622095321777,None
sc20712.dat,"[0.1, 0.3]","[array([0.00593624, 0.00525092])]","[array([-0.12762003, -0.13374923])]","[array([0.94551649, 0.91650624])]","[array([0.41057601, 0.60496982])]",1.4744203652880667,-10.755288297746564,None
giiik.dat,"[0.1, 0.3]","[array([0.00611561, 0.00491318])]","[array([-0.01912944, -0.01308701])]","[array([0.7261247 , 0.51458744])]","[array([0.19885137, 0.94326828])]",1.278531718102085,-10.763539576530768,None
dfvlrr4.dat,"[0.1, 0.3]","[array([0.00529861, 0.00522355])]","[array([-0.11349768, -0.11607898])]","[array([0.88320719, 0.85203027])]","[array([0.55871228, 0.65186442])]",1.4620473381923647,-10.833850706269015,None
naca65210.dat,"[0.1, 0.3]","[array([0.00463507, 0.00471669])]","[array([-0.04207255, -0.04345299])]","[array([0.74387712, 0.704245  ])]","[array([0.70925915, 0.75213682])]",0.8378663288923129,-10.876886952811141,None
fx601001.dat,"[0.1, 0.3]","[array([0.0067826 , 0.00524448])]","[array([-0.11756165, -0.11875022])]","[array([0.82764238, 0.73888178])]","[array([0.05942255, 0.45575673])]",1.432211916174057,-10.90359171614222,None
fx60100.dat,"[0.1, 0.3]","[array([0.00721091, 0.00517882])]","[array([-0.11694362, -0.11881116])]","[array([0.85204089, 0.78643548])]","[array([0.01109183, 0.41559969])]",1.5155521544400914,-10.904089235472181,None
fx60100sm.dat,"[0.1, 0.3]","[array([0.00703918, 0.00522853])]","[array([-0.11668862, -0.11814763])]","[array([0.85339467, 0.78558506])]","[array([0.0315148 , 0.40242591])]",1.4812981555166638,-10.910517433097851,None
e374.dat,"[0.1, 0.3]","[array([0.00492824, 0.00488469])]","[array([-0.03372561, -0.03116986])]","[array([0.64341523, 0.59896158])]","[array([0.73608827, 0.94255738])]",1.138621402537436,-10.91358199148131,None
s8052.dat,"[0.1, 0.3]","[array([0.00503151, 0.00508368])]","[array([-0.02863457, -0.02878422])]","[array([0.68815307, 0.61948462])]","[array([0.67909668, 0.75742765])]",1.2853194369797831,-10.922250330917656,None
bacxxx.dat,"[0.1, 0.3]","[array([0.00483984, 0.00533222])]","[array([-0.04482383, -0.03908586])]","[array([0.87289893, 0.58745246])]","[array([0.61632858, 0.70870955])]",1.2476352011362994,-10.939096635531959,None
n63412.dat,"[0.1, 0.3]","[array([0.00534937, 0.00535602])]","[array([-0.07857665, -0.08041851])]","[array([0.71257431, 0.66641622])]","[array([0.51476602, 0.62090992])]",1.3604176763067366,-10.998847486338668,None
s8064.dat,"[0.1, 0.3]","[array([0.00468947, 0.00465647])]","[array([-0.0313121 , -0.03254033])]","[array([0.80020888, 0.7549511 ])]","[array([0.760975  , 0.80129959])]",1.0784118267513032,-11.000527974902637,None
e178.dat,"[0.1, 0.3]","[array([0.00636308, 0.00468513])]","[array([-0.03999085, -0.0400523 ])]","[array([0.62055558, 0.58485682])]","[array([0.2480953 , 0.99135124])]",1.1800749811752647,-11.00259681982951,None
e231.dat,"[0.1, 0.3]","[array([0.00478696, 0.00470688])]","[array([-0.03932437, -0.03555075])]","[array([0.75590584, 0.7293037 ])]","[array([0.76362959, 0.90280411])]",1.1624222058527238,-11.013890346794932,None
giiic.dat,"[0.1, 0.3]","[array([0.00446364, 0.005003  ])]","[array([0.00480491, 0.00694953])]","[array([0.67993936, 0.54480107])]","[array([0.87297043, 0.94172653])]",0.9594833742739203,-11.015169218934668,None
naca64a410.dat,"[0.1, 0.3]","[array([0.0060346 , 0.00478233])]","[array([-0.08191544, -0.08213386])]","[array([0.81509842, 0.76093221])]","[array([0.2022453 , 0.64805957])]",1.1858725594128856,-11.030500065363967,None
ah79100a.dat,"[0.1, 0.3]","[array([0.00673023, 0.00534763])]","[array([-0.11526684, -0.11621857])]","[array([0.82724649, 0.76916253])]","[array([0.06894706, 0.37885917])]",1.446800879879582,-11.031689276991935,None
goe564.dat,"[0.1, 0.3]","[array([0.00626042, 0.00546816])]","[array([-0.08063012, -0.07587473])]","[array([0.89475007, 0.78056412])]","[array([0.09243386, 0.28025182])]",1.2840039831755576,-11.063809343509895,None
hq309.dat,"[0.1, 0.3]","[array([0.00720828, 0.00475576])]","[array([-0.09071986, -0.09052537])]","[array([0.82574277, 0.77190902])]","[array([0.00259628, 0.62763021])]",1.353871780241053,-11.095228613453463,None
goe595.dat,"[0.1, 0.3]","[array([0.00672205, 0.00442663])]","[array([-0.08195885, -0.07533641])]","[array([0.84579528, 0.76045604])]","[array([0.04996705, 0.73584552])]",1.252480619124105,-11.098319794069816,None
sd8040.dat,"[0.1, 0.3]","[array([0.00650957, 0.00508138])]","[array([-0.06346615, -0.06203014])]","[array([0.76015521, 0.64214937])]","[array([0.1159386 , 0.63654334])]",1.4166864242889419,-11.140751881347443,None
sc20412.dat,"[0.1, 0.3]","[array([0.00521881, 0.00563526])]","[array([-0.08142916, -0.0817536 ])]","[array([0.87606716, 0.71919848])]","[array([0.61630568, 0.6677206 ])]",1.3779505060942063,-11.193033815816126,None
mh49.dat,"[0.1, 0.3]","[array([0.00486872, 0.00526009])]","[array([0.04936711, 0.03931297])]","[array([0.51547754, 0.46879719])]","[array([0.98308092, 0.99999639])]",1.067387292891591,-11.203225308012431,None
naca651412.dat,"[0.1, 0.3]","[array([0.00523507, 0.00519144])]","[array([-0.08111715, -0.0848958 ])]","[array([0.73713829, 0.70810558])]","[array([0.59701558, 0.68596098])]",1.2526357537104096,-11.207348669859666,None
naca65410.dat,"[0.1, 0.3]","[array([0.00582312, 0.00471923])]","[array([-0.08185136, -0.084737  ])]","[array([0.77531479, 0.73899204])]","[array([0.27367481, 0.71191066])]",1.0745265747198205,-11.214871831952278,None
e211.dat,"[0.1, 0.3]","[array([0.00601282, 0.00506967])]","[array([-0.10918684, -0.10691688])]","[array([0.91449591, 0.73752259])]","[array([0.18715076, 0.56785465])]",1.2756188578034502,-11.230977476501216,None
hq2012.dat,"[0.1, 0.3]","[array([0.00523009, 0.00526563])]","[array([-0.05893642, -0.05901895])]","[array([0.72861272, 0.67169665])]","[array([0.5755359 , 0.65903931])]",1.2900057687919824,-11.2342920001394,None
cast102.dat,"[0.1, 0.3]","[array([0.005344  , 0.00517652])]","[array([-0.06153872, -0.06458245])]","[array([0.8564919 , 0.83284289])]","[array([0.64607495, 0.69263136])]",1.3104049954466654,-11.252199803243318,None
eh1590.dat,"[0.1, 0.3]","[array([0.00480486, 0.00529705])]","[array([0.00483548, 0.00337258])]","[array([0.50995764, 0.43290765])]","[array([0.90547567, 0.96852944])]",1.0042649582737315,-11.276412753569911,None
e226.dat,"[0.1, 0.3]","[array([0.00483901, 0.00504319])]","[array([-0.02270647, -0.01947878])]","[array([0.68171922, 0.52697729])]","[array([0.65778774, 0.8669223 ])]",0.9885935904167082,-11.307846335214318,None
mh18.dat,"[0.1, 0.3]","[array([0.00495731, 0.00507814])]","[array([-0.01084022, -0.02557055])]","[array([0.64384339, 0.61841997])]","[array([0.80599318, 0.98559805])]",1.1239769826156305,-11.321486732151898,None
s4053.dat,"[0.1, 0.3]","[array([0.00696746, 0.00468357])]","[array([-0.07170402, -0.06765472])]","[array([0.74537075, 0.69325452])]","[array([0.04551614, 0.75434686])]",1.2924417842250027,-11.328804581139412,None
ms313.dat,"[0.1, 0.3]","[array([0.00550401, 0.00542301])]","[array([-0.07983168, -0.08350727])]","[array([0.80141333, 0.76245887])]","[array([0.59972731, 0.67255132])]",1.5186420071400424,-11.329499010557392,None
rae5214.dat,"[0.1, 0.3]","[array([0.00479332, 0.00627593])]","[array([-0.05502436, -0.05443246])]","[array([0.78127822, 0.41893189])]","[array([0.58603526, 0.63618396])]",1.2411715011127877,-11.386415457170928,None
mh27.dat,"[0.1, 0.3]","[array([0.00463446, 0.00481741])]","[array([-0.03243889, -0.0311826 ])]","[array([0.90028544, 0.84237184])]","[array([0.90949066, 0.92938146])]",1.0331809983275402,-11.396157470524496,None
e220.dat,"[0.1, 0.3]","[array([0.00487782, 0.00529336])]","[array([-0.00478775, -0.01626701])]","[array([0.60912866, 0.58432966])]","[array([0.92592863, 0.98685017])]",1.1837229939846483,-11.400953617853638,None
fx84w097.dat,"[0.1, 0.3]","[array([0.00658109, 0.00467574])]","[array([-0.04866422, -0.0459421 ])]","[array([0.66384086, 0.61288769])]","[array([0.18751763, 0.90054831])]",1.2658368144908292,-11.415308756826015,None
fx60126.dat,"[0.1, 0.3]","[array([0.00601235, 0.00574916])]","[array([-0.11602742, -0.11647578])]","[array([0.77508264, 0.70330711])]","[array([0.28319828, 0.4030749 ])]",1.5306863090291611,-11.420744044628815,None
hq1512.dat,"[0.1, 0.3]","[array([0.00519721, 0.00526617])]","[array([-0.04452703, -0.04454202])]","[array([0.70808255, 0.64208222])]","[array([0.60814496, 0.68885246])]",1.2554537836893656,-11.428893990017269,None
eh1090.dat,"[0.1, 0.3]","[array([0.00473049, 0.00526212])]","[array([0.00402017, 0.00347634])]","[array([0.53824965, 0.43133751])]","[array([0.89309148, 0.96381123])]",0.9301539882487717,-11.462485706459344,None
tempest2.dat,"[0.1, 0.3]","[array([0.00444539, 0.00488697])]","[array([-0.01494155, -0.00991588])]","[array([0.73236334, 0.61478997])]","[array([0.82406068, 0.92844143])]",1.0299664296219622,-11.476298751987626,None
mh200.dat,"[0.1, 0.3]","[array([0.00513684, 0.00503598])]","[array([-0.07684004, -0.07829341])]","[array([0.75964053, 0.73094684])]","[array([0.63851563, 0.7404362 ])]",1.2594578709587971,-11.50704427726555,None
rc12n1.dat,"[0.1, 0.3]","[array([0.00506721, 0.00497814])]","[array([0.00632535, 0.00736833])]","[array([0.63521406, 0.58441037])]","[array([0.74569915, 0.95393503])]",1.1757210992803568,-11.521482670819038,None
hq2512.dat,"[0.1, 0.3]","[array([0.00556624, 0.00529191])]","[array([-0.0743684 , -0.07452091])]","[array([0.74414487, 0.69028482])]","[array([0.46688145, 0.62621632])]",1.3141480977616586,-11.546660215390364,None
sc21010.dat,"[0.1, 0.3]","[array([0.00682918, 0.00548877])]","[array([-0.14656131, -0.15179374])]","[array([0.94110834, 0.92189984])]","[array([0.14856365, 0.4494904 ])]",1.408011379108795,-11.548129129395154,None
giiil.dat,"[0.1, 0.3]","[array([0.00671528, 0.00499941])]","[array([-0.01852936, -0.01291265])]","[array([0.70679749, 0.49759174])]","[array([0.0512606 , 0.93896112])]",1.309838978948589,-11.575072760658111,None
sd7037.dat,"[0.1, 0.3]","[array([0.00680491, 0.00520874])]","[array([-0.07779599, -0.07711756])]","[array([0.81040028, 0.70627781])]","[array([0.03842723, 0.48940212])]",1.3281539238183344,-11.580642926273264,None
fx69h098.dat,"[0.1, 0.3]","[array([0.00477526, 0.00584505])]","[array([-0.01279044, -0.0198736 ])]","[array([0.58227213, 0.39675618])]","[array([0.88838496, 0.99213824])]",1.2187359706772876,-11.601810478480184,None
npl9660.dat,"[0.1, 0.3]","[array([0.00505825, 0.00551251])]","[array([-0.00990873, -0.01052465])]","[array([0.63261485, 0.50040009])]","[array([0.72089595, 0.90743611])]",1.294329165961417,-11.605027224823463,None
hq3010.dat,"[0.1, 0.3]","[array([0.00705421, 0.00492123])]","[array([-0.08946127, -0.0897937 ])]","[array([0.80535436, 0.75512371])]","[array([0.02855255, 0.61409252])]",1.3665849351097992,-11.60684118684182,None
lds2.dat,"[0.1, 0.3]","[array([0.00557956, 0.00517911])]","[array([-0.04700433, -0.0455673 ])]","[array([0.70537266, 0.65432534])]","[array([0.5222551 , 0.68080819])]",1.323781692490845,-11.609368055002664,None
c5a.dat,"[0.1, 0.3]","[array([0.00475461, 0.00498427])]","[array([-0.04765163, -0.04450062])]","[array([0.90484041, 0.70841021])]","[array([0.69724206, 0.73670843])]",1.1625310442477603,-11.609662371491497,None
s5020.dat,"[0.1, 0.3]","[array([0.0067949 , 0.00504275])]","[array([ 0.00455109, -0.00389987])]","[array([0.5222943 , 0.47547462])]","[array([0.15929393, 0.99999844])]",1.2712040810653196,-11.643755350252649,None
sa7038.dat,"[0.1, 0.3]","[array([0.00697161, 0.00535816])]","[array([-0.08203734, -0.08192326])]","[array([0.80521086, 0.71348183])]","[array([0.02391117, 0.41488966])]",1.3890940594120107,-11.677579533487783,None
n63212.dat,"[0.1, 0.3]","[array([0.005273  , 0.00534942])]","[array([-0.04062727, -0.04207282])]","[array([0.6729319 , 0.61257965])]","[array([0.61461723, 0.6817662 ])]",1.2181420444045308,-11.718751353195696,None
eh2010.dat,"[0.1, 0.3]","[array([0.00503615, 0.0054479 ])]","[array([0.00453062, 0.00558413])]","[array([0.48281276, 0.42185446])]","[array([0.8689581 , 0.95600541])]",1.1264118933876979,-11.783883037358407,None
oaf095.dat,"[0.1, 0.3]","[array([0.00680507, 0.00641589])]","[array([-0.1227696 , -0.12487603])]","[array([0.81076979, 0.76276842])]","[array([0.15199794, 0.23372844])]",1.5501618677535363,-11.793352835207607,None
mh117.dat,"[0.1, 0.3]","[array([0.00627739, 0.00552063])]","[array([-0.07173632, -0.07088636])]","[array([0.7249323 , 0.65684407])]","[array([0.24312725, 0.51350216])]",1.3125393838460067,-11.794297636722796,None
c141e.dat,"[0.1, 0.3]","[array([0.00678516, 0.00458372])]","[array([-0.06455566, -0.06051084])]","[array([0.89451096, 0.78785649])]","[array([0.09143868, 0.7580836 ])]",1.3178119595957603,-11.794656640273722,None
npl9615.dat,"[0.1, 0.3]","[array([0.00500106, 0.00544317])]","[array([-0.00761413, -0.00287085])]","[array([0.61932991, 0.47696937])]","[array([0.72365857, 0.94222557])]",1.2256746185811647,-11.884595753767035,None
hq1012.dat,"[0.1, 0.3]","[array([0.00518694, 0.00532738])]","[array([-0.02985508, -0.02982067])]","[array([0.68175459, 0.6013065 ])]","[array([0.64489644, 0.71162969])]",1.1943763073546827,-11.895757387407272,None
sd7043.dat,"[0.1, 0.3]","[array([0.0073258 , 0.00573297])]","[array([-0.09565319, -0.09661452])]","[array([0.81410862, 0.76034053])]","[array([0.00689643, 0.20748818])]",1.5054432276576515,-11.904370878053857,None
sc20614.dat,"[0.1, 0.3]","[array([0.00566127, 0.00564485])]","[array([-0.11643232, -0.1205215 ])]","[array([0.88688232, 0.82095089])]","[array([0.54028569, 0.60745356])]",1.5254272196401715,-11.908369272958542,None
eh2510.dat,"[0.1, 0.3]","[array([0.005102, 0.005451])]","[array([0.00411892, 0.00524948])]","[array([0.47153808, 0.42204547])]","[array([0.86568806, 0.96133002])]",1.1140073617434558,-11.911689766720155,None
m685.dat,"[0.1, 0.3]","[array([0.00489061, 0.00576791])]","[array([ 0.00438089, -0.00605022])]","[array([0.58208362, 0.51261417])]","[array([0.95582936, 0.97927125])]",1.17197691432461,-11.94462061072112,None
n64212.dat,"[0.1, 0.3]","[array([0.00524916, 0.005338  ])]","[array([-0.04105633, -0.04252981])]","[array([0.67776193, 0.62403507])]","[array([0.6278214 , 0.68714703])]",1.1639732813994415,-11.947924543879111,None
sc1095.dat,"[0.1, 0.3]","[array([0.00506867, 0.006185  ])]","[array([-0.0132219, -0.0098166])]","[array([0.60430984, 0.27223656])]","[array([0.71605756, 0.94763418])]",1.3003698301184767,-11.963916041653798,None
rc1264c.dat,"[0.1, 0.3]","[array([0.00464354, 0.005582  ])]","[array([-0.01257036, -0.00775267])]","[array([0.7386575 , 0.51518761])]","[array([0.83738639, 0.93314429])]",1.2385670827048139,-11.97857113819321,None
goe548.dat,"[0.1, 0.3]","[array([0.00537926, 0.00476595])]","[array([-0.07442835, -0.06913633])]","[array([0.81438159, 0.73444882])]","[array([0.47901674, 0.70650151])]",1.0689800560899498,-11.983091185618871,None
vr12.dat,"[0.1, 0.3]","[array([0.00493828, 0.00625891])]","[array([ 0.00146083, -0.00880132])]","[array([0.65346578, 0.38104637])]","[array([0.84995531, 0.9915477 ])]",1.3957453746869561,-12.013091966363781,None
goe585.dat,"[0.1, 0.3]","[array([0.00670465, 0.00613694])]","[array([-0.07703127, -0.07459671])]","[array([0.81552978, 0.70393734])]","[array([0.05218331, 0.16490707])]",1.393185313003215,-12.032412679701512,None
naca651212.dat,"[0.1, 0.3]","[array([0.00504811, 0.00513123])]","[array([-0.04165826, -0.04344744])]","[array([0.71225554, 0.680147  ])]","[array([0.68429052, 0.71825948])]",1.0279702610729033,-12.093157690998975,None
s3010.dat,"[0.1, 0.3]","[array([0.00661891, 0.00554173])]","[array([-0.05292491, -0.05249505])]","[array([0.64269288, 0.54650479])]","[array([0.18844465, 0.61543395])]",1.4172272467247409,-12.111096763130313,None
